Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
Asus,ROG Strix G17,26.2,2.8,Windows 10 Home Basic,17.3,No,intel core i7-10750h (10th gen),nvidia geforce gtx 1660 ti,16.0,DDR4,512.0,,,No,144988.0
MSI,Bravo 15,80.0,2.25,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 7735hs,nvidia geforce rtx 3050,16.0,DDR5,512.0,,,,95000.0
Lenovo,Ideapad,20.3,2.1,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,31582.0
Lenovo,Thinkpad,21.0,1.77,Windows 10 Professional,14.0,No,intel core i3-10110u (10th gen),intel uhd,4.0,DDR4,,500.0,,No,48990.0
HP,ZBook,26.0,2.6,Windows 10 Professional,15.6,No,intel core i7-9850h (9th gen),nvidia quadro t2000,16.0,DDR4,1.0,,,No,203000.0
HP,,23.8,1.86,Windows 10 Home Basic,15.6,No,intel pentium quad core n3710,intel hd 405,4.0,DDR3,,500.0,,No,23737.0
Lenovo,Thinkpad,17.0,1.29,Windows 10 Professional,13.3,No,intel core i7-10510u (10th gen),intel uhd,16.0,DDR4,512.0,,,No,158999.0
Asus,TUF,26.0,2.2,Windows 10 Home Basic,15.6,No,amd quad core ryzen 5 3550h,nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,75990.0
Lenovo,Legion,24.0,2.3,Windows 10 Home Basic,15.6,No,intel core i5 (10th gen),nvidia geforce gtx 1650 ti,8.0,DDR4,256.0,1.0,,No,81831.0
Asus,ExpertBook P2,19.9,3.0,Windows 10 Home Basic,14.0,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,256.0,,,No,39990.0
Dell,Inspiron 13,15.9,1.25,Windows 11 Home Basic,13.3,No,intel core i5-11320h (11th gen),nvidia geforce mx 450,16.0,LPDDR4X,512.0,,,,74699.0
Lenovo,Thinkpad,21.0,1.7,DOS,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,256.0,,,No,59590.0
Asus,ZenBook 3 Deluxe,12.9,1.1,Windows 10 Professional,14.0,No,intel core i7-7500u (7th gen),intel hd 620,16.0,DDR4,1.0,,,Yes,84000.0
Lenovo,Thinkpad,17.7,1.7,Windows 10 Home Basic,15.6,No,intel core i7-9850h (8th gen),nvidia quadro t2000,16.0,DDR4,512.0,,,No,247005.0
HP,ENVY TouchSmart 15,28.1,2.6,Windows 8.1,15.6,Yes,intel core i7-5500u (5th gen),nvidia geforce gtx 850m,8.0,DDR3,,1.0,,Yes,87490.0
Lenovo,Ideapad Slim 3i,19.9,1.85,Windows 10 Home Basic,15.6,No,intel core i5-10210u (10th gen),nvidia geforce mx130,8.0,DDR4,256.0,1.0,,No,59994.0
Dell,Inspiron 13,15.9,,Windows 10 Home Basic,13.3,Yes,intel core i7-10510u (10th gen),intel uhd,16.0,LPDDR3,512.0,,,,112990.0
Lenovo,Ideapad,22.9,2.1,Windows 10,14.0,No,intel core i3-5005u (5th gen),intel hd 5500,4.0,DDR3,,500.0,,No,28000.0
HP,,24.3,2.19,Windows 10,15.6,No,intel core i5-5200u (5th gen),amd radeon r5 m330,4.0,DDR3,,1.0,,No,42235.0
Asus,Chromebook,18.7,1.47,Google Chrome Home Basic,14.0,No,intel celeron dual core- n4500,intel uhd,4.0,LPDDR4X,,,,No,17490.0
Asus,Chromebook,18.7,1.8,Google Chrome Home Basic,15.6,No,intel celeron dual core- n4500,intel uhd,4.0,LPDDR4X,,,42.0,No,18990.0
Acer,Aspire,24.6,2.4,Windows 10,15.6,No,intel celeron dual-core n3060,intel hd,2.0,DDR3,,500.0,,No,20990.0
Dell,Vostro,20.0,1.66,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,,1.0,,No,39990.0
HP,,17.9,1.46,Windows 10 Home Basic,14.0,No,amd dual core apu - 3020e,amd radeon,4.0,DDR4,,,41.0,,40407.0
MSI,Modern 15,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,39.3,,29990.0
HP,,19.9,1.43,Windows 10 Home Basic,14.0,No,intel core i3-7100u (7th gen),intel hd 620,8.0,DDR4,128.0,,,No,73568.0
Asus,VivoBook 15,19.9,1.7,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 5800h,amd radeon,16.0,DDR4,512.0,,42.0,,49990.0
HP,,24.3,2.1,DOS,15.6,No,intel core i3-5005u (5th gen),intel hd 5500,4.0,DDR3,,1.0,,No,30750.0
MSI,Modern 14,19.3,1.4,Windows 11 Home Basic,14.0,No,intel core i5-1235u (12th gen),intel iris xe,16.0,DDR4,512.0,,39.3,,41500.0
Asus,Vivobook Go 15,18.1,1.57,Windows 11 Home Basic,15.6,No,intel celeron dual core - n4500,intel hd,8.0,DDR4,512.0,,42.0,Yes,24990.0
Asus,ROG Strix G,25.8,2.4,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,79990.0
Asus,Chromebook,18.7,1.8,Google Chrome Home Basic,15.6,No,intel celeron dual core- n4500,intel uhd,4.0,LPDDR4X,128.0,,,No,20990.0
Honor,MagicBook X,16.9,1.56,Windows 10 Home Basic,15.6,,intel core i3-10110u (10th gen),intel uhd,8.0,,256.0,,42.0,Yes,24279.0
Asus,VivoBook 15,20.0,1.59,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,Yes,80110.0
Acer,Aspire 5,17.9,1.5,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,No,61999.0
Lenovo,IdeaPad 3,,1.43,Windows 11 Home Basic,15.0,No,intel core i3 - 1215u (12th gen),intel uhd,16.0,DDR4,512.0,,45.0,,36990.0
Infinix,,14.8,1.24,Windows 11 Home Basic,14.0,No,intel core i5-1235u (12th gen),intel iris xe,16.0,LPDDR4X,512.0,,50.0,No,35990.0
Dell,Inspiron 15,,,Linux,15.6,No,amd dual-core a6-9200,amd graphics,4.0,DDR4,,500.0,,No,19990.0
Lenovo,IdeaPad Slim 3,,1.62,Windows 11 Home Basic,15.0,No,intel core i7-13620h (13th gen),intel uhd,16.0,LPDDR5,512.0,,47.0,,59990.0
iBall,,20.0,1.4,Windows 10,14.0,No,intel atom quad-core z3735f,intel hd,2.0,DDR3,32.0,,,No,12780.0
HP,Pavilion,25.3,2.2,Windows 8.1,15.6,No,intel core i5-4210u,nvidia geforce gt 820m,4.0,DDR3,,1.0,,No,46890.0
Acer,Aspire Lite,,1.6,Windows 11 Home Basic,15.6,No,intel core i3-1215u (12th gen),intel integrated,8.0,DDR4,512.0,,,,29190.0
Asus,VivoBook 15,,1.9,Windows 10 Home Basic,15.6,No,intel core i3-8145u (8th gen),intel uhd,4.0,DDR4,512.0,,,Yes,32990.0
Dell,G3 15,22.0,2.3,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce gtx 1650,16.0,DDR4,256.0,1.0,,No,98576.0
Lenovo,Ideapad Slim 3i,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,61490.0
HP,Pavilion,28.1,2.5,Windows 8.1,15.6,No,intel core i3-3110m (3rd gen),intel hd 4000,4.0,DDR3,,500.0,,No,34890.0
Lenovo,Essential B,24.5,2.15,Windows 8.1,15.6,No,intel core i3-4005u (4th gen),intel hd 4400,4.0,DDR3,,1.0,,No,34590.0
Asus,Vivobook,20.0,1.88,Windows 11 Home Basic,16.0,No,amd hexa core ryzen 5 - 5600h,amd radeon vega 7,8.0,DDR4,512.0,,50.0,Yes,49990.0
HP,,24.3,2.19,Windows 10,15.6,No,intel core i5-6200u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,39150.0
Asus,Vivobook,21.9,2.14,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1050,8.0,DDR4,512.0,,,Yes,64000.0
Infinix,,,1.58,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,LPDDR4X,512.0,,,No,40990.0
HP,240,35.8,2.4,DOS,14.0,No,intel core i3-4005u,intel hd 4000,4.0,DDR3,,500.0,,No,28500.0
HP,Pavilion,24.3,2.14,DOS,15.6,No,amd quad-core a8-7410m,amd radeon r5 m330,4.0,DDR3,,500.0,,No,28690.0
HP,,24.3,2.1,DOS,15.6,No,amd quad-core e2-7110,amd radeon r2,4.0,DDR3,,500.0,,No,20990.0
Asus,ROG Zephyrus G14,17.9,1.6,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7 5800hs,nvidia geforce gtx 1650,8.0,DDR4,512.0,,76.0,No,90590.0
Infinix,INBook Y3 Max,17.9,1.78,Windows 11 Professional,16.0,No,intel core i3-1215u (12th gen),intel uhd,16.0,LPDDR4X,512.0,,70.0,,25990.0
HP,,24.3,2.19,DOS,15.6,No,amd quad-core a10-9600p,amd radeon r7 m440,4.0,DDR4,,1.0,,No,32315.0
Infinix,INBook Y3 Max,17.9,1.78,Windows 11 Professional,16.0,No,intel core i3-1215u (12th gen),intel uhd,16.0,LPDDR4X,256.0,,70.0,,24990.0
Infinix,INBook Y3 Max,17.9,1.78,Windows 11 Professional,16.0,No,intel core i3-1215u (12th gen),intel uhd,8.0,LPDDR4X,256.0,,70.0,,23990.0
Infinix,INBook Y3 Max,17.9,1.78,Windows 11 Professional,16.0,No,intel core i5-1235u (12th gen),intel uhd,16.0,LPDDR4X,512.0,,70.0,,29990.0
Asus,VivoBook 15,17.9,1.7,Windows 10 Home Basic,15.6,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,DDR4,256.0,1.0,,No,161632.0
Asus,Zenbook 14X OLED,15.9,1.4,Windows 11 Home Basic,14.0,No,amd octa core ryzen 7 - 5800h,amd radeon,16.0,LPDDR4X,1.0,,,,69990.0
Lenovo,Ideapad,17.9,1.55,Windows 10 Home Basic,14.0,No,amd dual core ryzen 3 3200u,amd radeon vega 3,8.0,DDR4,128.0,1.0,,No,52890.0
Asus,,27.6,2.0,DOS,15.6,No,intel core i5-6198du (6th gen),nvidia geforce 920mx,4.0,DDR3,,1.0,,No,34990.0
HP,Pavilion,22.5,1.4,Windows 10,11.6,Yes,intel pentium quad-core n3700,intel hd,4.0,DDR3,,500.0,,No,33424.0
Asus,A,25.8,2.3,DOS,15.6,No,intel core i3-5005u (5th gen),intel hd 5500,4.0,DDR3,,1.0,,No,29000.0
Asus,X,25.2,2.2,DOS,15.6,No,intel pentium quad core n3530,intel hd,2.0,DDR3,,500.0,,No,30131.0
Dell,Inspiron 14,17.8,1.57,Windows 11 Home Basic,14.0,Yes,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,256.0,,,Yes,56490.0
Asus,R,25.8,2.4,DOS,15.6,No,intel core i5-6200u (6th gen),nvidia geforce 930m,4.0,DDR3,,1.0,,No,41351.0
HP,,24.3,2.1,DOS,15.6,No,amd quad-core a6-7310,amd radeon r4,4.0,DDR3,,500.0,,No,20891.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i7-4510u,nvidia geforce 840m,8.0,DDR3,,1.0,,Yes,62890.0
HP,Pavilion,25.4,2.23,Windows 8.1,15.6,No,amd apu a8-6410,amd radeon hd 8570m,4.0,DDR3,,1.0,,,33990.0
Asus,Vivobook,21.9,1.68,Windows 10 Home Basic,15.6,No,intel core i5-8250u (8th gen),intel hd 520,8.0,DDR4,,1.0,,Yes,40780.0
Lenovo,Ideapad Yoga,21.8,1.3,Windows 10,11.6,No,intel pentium quad-core n3700,intel hd 4400,4.0,DDR3,8.0,500.0,,No,30956.0
Lenovo,essential G,25.0,2.5,Windows 8.1,15.6,No,amd quad core a8-6410,radeon r5,4.0,DDR3,,500.0,,No,25890.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-4010u (4th gen),amd radeon hd 8670m,4.0,DDR3,,500.0,,No,39390.0
Asus,A,25.8,2.3,Windows 10,15.6,No,intel core i3-5010u (5th gen),nvidia geforce 930m,4.0,DDR3,,1.0,,No,42000.0
HP,,24.3,2.1,DOS,15.6,No,intel core i5-6200u (6th gen),amd radeon r5 m430,4.0,DDR4,,1.0,,No,42400.0
Asus,VivoBook 15,19.9,1.7,Windows 10 Home Basic,15.6,No,intel core i3-8145u (8th gen),intel uhd 620,4.0,DDR4,256.0,,,Yes,33990.0
HP,,19.9,1.47,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR4,256.0,,41.0,No,49990.0
HP,Pavilion,25.3,2.2,DOS,15.6,No,intel core i5-5200u (5th gen),nvidia geforce 820m,4.0,DDR3,,1.0,,No,41800.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i3-5010u (5th gen),nvidia geforce 830m,8.0,DDR3,,1.0,,No,47390.0
Lenovo,Legion,25.7,2.4,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 5600h,nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,77990.0
Acer,Aspire,,2.1,Linux,15.6,No,amd dual core a4-9120,amd radeon r5,4.0,DDR4,,1.0,,No,20990.0
Dell,Vostro,19.9,1.59,Windows 11 Home Basic,14.0,No,amd dual core ryzen 3-3250u,amd radeon,8.0,DDR4,512.0,,,,38650.0
Asus,Vivobook,19.0,1.5,Windows 11 Home Basic,14.0,Yes,amd hexa core ryzen 5 - 5600h,amd radeon,16.0,DDR4,512.0,,,Yes,64999.0
MSI,Prestige,22.0,2.2,DOS,15.6,No,intel core i5-7300hq (7th gen),nvidia geforce mx150,8.0,DDR4,,1.0,,No,48990.0
Lenovo,Legion 5 Pro,21.7,2.45,Windows 10 Home Basic,16.0,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3070,32.0,DDR4,1.0,,,No,172990.0
MSI,,24.5,2.4,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2060,16.0,DDR4,512.0,1.0,51.0,No,119990.0
Dell,Inspiron 11,20.9,1.7,Windows 10 Home Basic,11.6,Yes,intel core m3-6y30 (6th gen),intel hd graphics,4.0,DDR3,,500.0,,No,40944.0
Asus,ZenBook 13,13.9,1.14,Windows 11 Home Basic,13.3,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4X,1.0,,,,84990.0
Asus,TUF Gaming A15,10.2,2.2,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 7735hs,nvidia geforce rtx 4050,16.0,DDR5,512.0,,,,85990.0
Asus,,19.9,1.8,Windows 10 Home Basic,15.6,No,amd quad core ryzen 5 3500u,amd radeon vega 8,8.0,DDR4,512.0,,,No,45490.0
HP,Pavilion,19.9,1.51,Windows 11 Home Basic,14.0,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,43.0,No,54490.0
Lenovo,Yoga 520,19.9,1.7,Windows 10 Home Basic,14.0,Yes,intel core i5-7200u (7th gen),intel hd 620,8.0,DDR4,,1.0,,No,71175.0
Dell,Inspiron 14,19.0,1.72,Windows 10 Home Basic,14.0,Yes,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,No,56690.0
Asus,Zenbook 14,16.9,1.29,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),nvidia geforce mx450,16.0,LPDDR4X,1.0,,,No,104694.0
Lenovo,Thinkpad,18.9,1.7,Windows 10 Home Basic,15.6,No,intel core i7-1165g7 (11th gen),nvidia geforce mx450,16.0,DDR4,512.0,,,No,99990.0
Microsoft,,14.5,1.25,Windows 10 Professional,13.5,Yes,intel core i5-7300u (7th gen),intel hd 620,8.0,DDR3,128.0,,,No,81990.0
Asus,Zenbook Duo 14,16.9,1.62,Windows 10 Home Basic,14.0,Yes,intel core i5-1135g7 (11th gen),intel iris xe,8.0,LPDDR4X,512.0,,,No,84990.0
Acer,Predator Helios 300,24.7,2.9,Windows 10 Home Basic,17.3,No,intel core i7-9750h (8th gen),nvidia geforce rtx 2060,16.0,DDR4,256.0,1.0,,No,129990.0
Acer,Predator Triton 700,18.9,2.6,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1060,16.0,DDR4,1.0,,,No,99990.0
HP,Envy 13,14.9,1.21,Windows 10 Home Basic,13.3,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,LPDDR3,256.0,,,No,94490.0
MSI,,15.9,1.29,Windows 10 Home Basic,14.0,No,intel core i7-10510u (10th gen),nvidia geforce mx330,16.0,DDR4,512.0,,,No,93027.0
Lenovo,Ideapad,22.7,2.1,Windows 10 Home Basic,14.0,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,29990.0
HP,Envy 13,14.9,1.21,Windows 10 Home Basic,13.3,No,intel core i7-8550u (8th gen),intel uhd 620,8.0,LPDDR3,256.0,,,No,78378.0
Asus,Vivobook,22.9,1.9,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,34150.0
HP,Victus,23.5,2.29,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5600h,nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,51990.0
HP,Pavilion Gaming,23.4,2.23,Windows 10 Home Basic,15.6,No,intel core i5-11300h (11th gen),nvidia geforce rtx 3050,8.0,DDR4,512.0,,,No,87152.0
HP,Victus,23.5,2.46,Windows 11 Home Basic,16.1,No,intel core i5-11400h (11th gen),nvidia geforce gtx 1650,16.0,DDR4,512.0,,,,60695.0
HP,Pavilion TouchSmart 14,19.7,1.59,Windows 10 Home Basic,14.0,Yes,intel core i3-8130u (8th gen),nvidia geforce mx130,4.0,DDR4,8.0,1.0,,,58990.0
Asus,VivoBook 14,67.0,1.6,Windows 11 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,37.0,,30100.0
Dell,XPS,17.0,,Windows 10 Home Basic,15.6,Yes,intel core i7-8750h (8th gen),nvidia geforce gtx 1050ti,16.0,DDR4,512.0,,,Yes,166599.0
Dell,Inspiron 15,21.0,2.44,Windows 10,15.6,No,intel core i5-10200h (10th gen),nvidia geforce gtx 1650,8.0,DDR4,512.0,,,,65990.0
Dell,Inspiron 15,21.0,1.65,Windows 11 Home Basic,15.6,No,intel core i3-1305u (13th gen),intel uhd,8.0,LPDDR5,1.0,,,No,44090.0
Asus,ROG Strix SCAR III,24.9,2.57,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2060,16.0,DDR4,1.0,,66.0,No,139990.0
Acer,Swift 3,15.9,1.2,Windows 10 Home Basic,14.0,No,amd hexa core ryzen 5 5500u,amd radeon,8.0,LPDDR4X,512.0,,,No,59990.0
Asus,VivoBook 15,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i5-12500h (12th gen),intel iris xe,16.0,DDR4,512.0,,,,61990.0
Asus,VivoBook 15,20.0,1.7,Windows 11,15.6,No,intel core i3-1220p (12th gen),intel uhd,8.0,DDR4,512.0,,,Yes,36382.0
Lenovo,IdeaPad Slim 1,17.9,1.58,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5 - 7520u,amd radeon 610m,8.0,LPDDR5,512.0,,42.0,No,36990.0
Asus,VivoBook S15 OLED,64.0,1.7,Windows 11 Home Basic,15.6,No,intel core i5-13500h (13th gen),intel iris xe,16.0,LPDDR5,512.0,,,Yes,83869.0
Dell,Inspiron 15,48.0,1.8,Windows 11 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel integrated,8.0,DDR4,512.0,,,,45290.0
Asus,VivoBook S15 OLED,18.9,1.8,Windows 11 Home Basic,15.6,No,intel core i5-12500h (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,63999.0
Acer,Spin 5,19.7,1.6,Windows 10 Home Basic,13.3,Yes,intel core i3-7100u (7th gen),intel hd 520,4.0,DDR4,256.0,,,No,51999.0
Lenovo,Legion,25.7,2.4,Windows 10 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,No,94990.0
HP,,18.0,1.69,Windows 11 Home Basic,15.6,No,intel core i5-1240p (12th gen),intel iris xe,8.0,DDR4,512.0,,,,61990.0
HP,,17.9,1.69,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),intel iris xe,8.0,DDR4,512.0,,41.0,,44990.0
Lenovo,,22.7,2.1,Windows 10 Home Basic,15.6,No,amd dual core a6-9225,amd radeon r4,4.0,DDR4,,1.0,,No,21990.0
Asus,VivoBook 14,23.1,1.6,Windows 10 Home Basic,14.1,No,intel core i3-10110u (10th gen),intel uhd,4.0,DDR4,,1.0,,No,32368.0
Lenovo,Thinkpad,20.9,1.69,DOS,14.0,No,amd hexa core ryzen 5 5600u,amd radeon,8.0,DDR4,512.0,,,No,50000.0
Acer,Aspire 3,19.9,,Windows 11 Home Basic,14.0,No,intel pentium silver - n6000,intel integrated,8.0,DDR4,256.0,,,,22100.0
Lenovo,Legion,23.5,2.03,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce rtx 2060,16.0,DDR4,1.0,,,No,122800.0
Acer,Nitro 5,26.7,2.7,Windows 10 Home Basic,15.6,No,intel core i5-8300h (8th gen),nvidia geforce gtx 1060,8.0,DDR4,128.0,1.0,,No,74990.0
Asus,ZenBook Duo,19.9,1.5,Windows 10 Home Basic,14.0,No,intel core i7-10510u (10th gen),nvidia geforce mx250,16.0,DDR4,1.0,,,,107111.0
HP,,18.6,1.59,Windows 11 Home Basic,15.6,No,intel core i5-1335u (13th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,53940.0
Asus,ROG Strix G15,22.6,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,129999.0
HP,,18.6,1.59,Windows 11 Home Basic,15.6,No,intel core i5-1335u (13th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,63280.0
Asus,VivoBook Pro,,,Windows 11 Home Basic,14.0,No,amd hexa core ryzen 5 - 5600h,amd radeon graphics,8.0,DDR4,512.0,,,,57490.0
Asus,VivoBook 14,16.9,1.39,Windows 11 Home Basic,14.0,No,intel core i7-1260p (12th gen),intel integrated iris xe,16.0,LPDDR5,512.0,,,Yes,104990.0
Dell,Inspiron 15,22.0,2.2,Windows 10 Home Basic,15.6,No,amd dual core ryzen 3 2200u,amd radeon vega 3,4.0,DDR4,,1.0,,No,30591.0
Asus,ZenBook 13,16.9,1.19,Windows 10 Home Basic,13.3,No,intel core i7-8565u (8th gen),intel uhd 620,8.0,DDR3,512.0,,,No,82990.0
Asus,ZenBook 13,13.9,1.14,Windows 10 Home Basic,13.3,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4X,1.0,,,No,89400.0
Acer,Nitro 5,26.8,2.7,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050,8.0,DDR4,,1.0,,No,69999.0
Lenovo,Ideapad,19.4,1.87,Windows 10 Home Basic,15.6,No,intel core i5-8250u (8th gen),amd radeon 540,4.0,DDR4,16.0,1.0,,,54990.0
Lenovo,ThinkBook,19.0,1.7,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5500u,amd radeon,8.0,DDR4,512.0,,,Yes,56990.0
HP,,19.9,1.49,Windows 11 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,No,37800.0
Dell,Inspiron 15,22.0,2.1,Windows 10 Home Basic,15.6,No,intel core i5-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,1.0,,No,50990.0
Acer,Aspire 5,17.0,1.8,Windows 10 Home Basic,15.6,No,intel core i5-10210u (10th gen),nvidia geforce mx250,8.0,DDR4,512.0,,,No,64999.0
Asus,VivoBook Go,18.0,1.8,Windows 11 Home Basic,15.6,,amd quad core ryzen 5-7520u,amd radeon,16.0,DDR5,512.0,,,,42999.0
Asus,Vivobook,20.0,1.6,Windows 10 Home Basic,14.0,No,amd dual core ryzen 3 3250u,amd radeon,8.0,DDR4,256.0,,,No,27490.0
Dell,Inspiron 15,22.9,1.64,Windows 11 Home Basic,15.6,No,intel core i5-11320h (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,44999.0
Asus,ZenBook 13,16.9,1.19,Windows 10 Home Basic,13.3,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,LPDDR3,512.0,,,No,73490.0
Dell,Inspiron 15,48.0,1.8,Windows 11 Home Basic,15.6,,amd quad core ryzen 5-3450u,amd radeon,8.0,DDR4,256.0,1.0,,,50090.0
HP,Pavilion,17.0,1.41,Windows 11 Home Basic,14.0,No,amd octa core ryzen 7-5825u,amd radeon,16.0,DDR4,512.0,,,Yes,74104.0
Asus,ROG Strix,20.7,2.1,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,No,117990.0
Asus,VivoBook Flip 14,18.2,1.5,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7 5700u,amd radeon,8.0,DDR4,512.0,,,No,69990.0
HP,Pavilion Aero,17.0,0.97,Windows 10 Home Basic,13.3,No,amd hexa core ryzen 5 5600u,amd radeon,16.0,DDR4,512.0,,,Yes,65400.0
HP,247,17.9,1.47,Windows 11 Home Basic,14.0,No,amd quad core ryzen 5 - 3500u,amd radeon,8.0,DDR4,512.0,,65.0,No,29990.0
HP,Pavilion,32.0,1.52,Windows 10 Home Basic,14.0,Yes,intel core i7-1195g7 (11th gen),intel integrated iris xe,16.0,DDR4,512.0,,,Yes,100321.0
Lenovo,,20.0,1.6,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,36990.0
Infinix,Infinix Zero,16.9,1.8,Windows 11 Home Basic,15.6,No,intel core i9-12900h,intel iris xe,32.0,LPDDR5,1.0,,,Yes,81978.0
Asus,VivoBook Go,18.0,1.63,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5-7520u,amd radeon,16.0,DDR5,512.0,,,,40990.0
Lenovo,Ideapad,25.9,2.1,Windows 10 Home Basic,15.6,No,amd dual core e2-9000,amd radeon r2,4.0,DDR4,,1.0,,No,20390.0
Lenovo,,19.9,1.7,DOS,15.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,,1.0,,No,33990.0
Lenovo,IdeaPad Flex 5,71.0,1.55,Windows 11 Home Basic,14.0,Yes,amd hexa core ryzen 5 - 7530u,amd radeon,16.0,LPDDR4X,512.0,,,Yes,60490.0
Acer,Aspire 5,,1.8,Windows 10 Home Basic,15.6,No,intel core i3-8145u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,No,34990.0
MSI,Modern 14,19.0,1.4,Windows 11 Home Basic,14.0,No,intel core i3-1315u,intel uhd,8.0,DDR4,512.0,,,Yes,34214.0
Lenovo,Ideapad,19.9,1.41,Windows 11 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd graphics,8.0,DDR4,512.0,,45.0,Yes,34990.0
Acer,,22.9,2.3,Windows 10 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,134990.0
